ensg	name	MEF	OSK iCD1 D0	OSK iCD1 D1	OSK iCD1 D3	OSK iCD1 D5	OSK iCD1 D8	OSK iCD1 D10	ESC 2iLIF
ENSMUSG00000079428	Tceal7	19.0	10.0	15.5	19.0	46.5	258.0	202.5	482.5
ENSMUSG00000031776	Arl2bp	807.0	704.5	884.5	900.5	1012.0	911.5	966.5	376.0
ENSMUSG00000105645	Gm6649	40.0	86.5	72.5	66.0	56.0	41.5	58.0	41.5
ENSMUSG00000026087	Mrpl30	856.0	503.0	412.5	352.0	334.0	394.0	418.5	643.5
ENSMUSG00000056687	Gm11696	32.0	52.5	83.0	65.5	67.0	46.5	52.5	187.0
ENSMUSG00000030051	Aplf	121.0	96.5	113.0	92.0	112.5	115.0	84.5	205.0
ENSMUSG00000050071	Bex1	41.0	25.0	71.0	102.5	276.5	1482.5	1109.0	1318.5
ENSMUSG00000086241	4930483K19Rik	109.0	146.5	124.0	74.5	123.5	81.5	94.5	90.0
ENSMUSG00000100033	Gm8337	529.0	122.0	149.0	103.5	145.0	620.5	375.0	28.0
ENSMUSG00000020611	Gna13	855.0	1024.5	1157.0	1154.0	1074.5	1393.0	1559.5	1467.5
ENSMUSG00000025439	Clns1a	923.0	554.5	387.5	338.0	313.5	738.5	468.0	1411.0
ENSMUSG00000030042	Pole4	509.0	248.5	287.0	190.0	169.0	271.0	277.5	1246.5
ENSMUSG00000019975	Ikbip	1141.0	949.0	1059.0	1126.0	344.5	197.5	356.0	147.5
ENSMUSG00000054752	Fsd1l	72.0	80.0	193.5	211.0	99.5	186.5	207.5	106.5
ENSMUSG00000022401	Xpnpep3	123.0	202.0	184.0	153.5	153.0	180.0	193.5	253.5
ENSMUSG00000010755	Cars	1666.0	1342.5	974.5	712.5	747.0	998.5	1180.0	2743.0
ENSMUSG00000034263	Ints14	538.0	345.0	363.5	352.0	321.5	388.0	391.5	486.0
ENSMUSG00000022286	Grhl2	0.0	0.0	6.0	3.5	14.0	260.5	117.5	104.0
ENSMUSG00000021731	Mrps30	393.0	253.5	204.0	182.0	170.5	246.5	238.5	1313.5
ENSMUSG00000028149	Rap1gds1	1369.0	1385.0	987.0	823.5	524.5	244.0	430.0	325.5
ENSMUSG00000096056	Gm21986	132.0	79.5	121.0	148.5	157.0	165.5	116.0	56.5
ENSMUSG00000029026	Trp73	0.0	0.0	1.0	1.0	2.5	2.5	1.5	78.0
ENSMUSG00000041912	Tdrkh	127.0	107.0	33.0	12.0	5.0	8.0	40.5	47.5
ENSMUSG00000106106	CT010467.1	4294.0	6241.0	5850.0	4959.0	4838.0	4980.0	6598.0	8260.5
ENSMUSG00000031302	Nlgn3	6.0	9.0	17.0	44.5	73.0	60.0	28.5	3.0
ENSMUSG00000026821	Ralgds	624.0	498.5	644.5	743.5	371.0	433.0	720.0	308.5
ENSMUSG00000044033	Ccdc141	94.0	110.5	560.5	2398.0	6035.5	4175.5	3981.0	176.5
ENSMUSG00000049532	Sall2	259.0	324.0	264.0	249.5	220.0	187.5	312.5	135.5
ENSMUSG00000024213	Nudt3	1023.0	1216.0	1395.5	1354.5	1707.0	1180.0	1231.0	742.5
ENSMUSG00000021764	Ndufs4	970.0	499.5	388.0	277.5	324.0	477.0	353.0	926.0
ENSMUSG00000021234	Fam161b	22.0	20.0	14.5	13.0	16.5	15.5	31.0	58.5
ENSMUSG00000047686	Zcchc5	196.0	614.0	4.5	31.5	16.0	2.0	8.5	0.0
ENSMUSG00000027540	Ptpn1	694.0	638.0	788.5	662.0	812.0	581.5	725.5	381.5
ENSMUSG00000089979	Gm15954	136.0	137.0	93.0	92.5	103.5	72.5	71.0	101.5
ENSMUSG00000003531	Dgcr6	410.0	301.0	216.0	186.5	227.5	174.5	177.0	350.5
ENSMUSG00000033068	Entpd6	241.0	216.0	181.5	181.5	192.0	278.5	167.0	394.0
ENSMUSG00000057835	Zfp119a	380.0	356.0	323.5	328.0	350.0	352.5	332.0	313.5
ENSMUSG00000032009	Sesn3	367.0	531.5	844.5	2755.0	2469.0	1489.5	1565.5	322.0
ENSMUSG00000091376	Aadacl2	0.0	0.0	62.5	55.0	206.5	20.5	0.0	0.0
ENSMUSG00000040128	Pnrc1	384.0	388.5	218.0	325.5	475.0	550.5	421.5	428.0
ENSMUSG00000028176	Lrrc7	170.0	331.0	499.5	735.0	923.0	397.0	307.0	0.0
ENSMUSG00000032180	Tmed1	605.0	343.5	459.5	413.5	476.5	404.0	335.0	599.5
ENSMUSG00000022053	Ebf2	120.0	75.0	114.5	100.0	34.0	7.0	11.0	5.0
ENSMUSG00000003198	Zfp959	92.0	39.5	63.5	51.0	46.0	58.5	54.5	57.5
ENSMUSG00000097040	2610316D01Rik	101.0	253.0	200.0	157.0	184.5	93.5	241.5	44.5
ENSMUSG00000021235	Coq6	283.0	189.5	160.0	166.0	137.0	237.0	184.5	412.0
ENSMUSG00000046546	Fam43a	262.0	714.0	612.0	532.5	591.0	536.0	520.5	562.5
ENSMUSG00000017724	Etv4	388.0	224.5	585.0	594.0	493.5	1149.0	655.5	1364.0
ENSMUSG00000001285	Myg1	480.0	221.5	285.5	255.0	279.5	390.5	365.5	472.5
ENSMUSG00000031388	Naa10	483.0	195.0	178.5	249.5	218.5	486.0	445.5	595.5
ENSMUSG00000049929	Lpar4	664.0	1045.5	392.5	461.0	424.0	388.0	501.5	164.0
ENSMUSG00000073805	Fam196a	16.0	45.5	174.0	257.0	247.0	157.5	110.5	4.0
ENSMUSG00000024680	Ms4a2	191.0	197.5	24.0	0.0	38.5	0.0	0.0	40.0
ENSMUSG00000104756	Gm42464	140.0	44.5	24.0	0.0	0.0	0.0	0.0	54.0
ENSMUSG00000028274	Rngtt	270.0	242.0	241.5	216.5	239.5	393.0	264.5	367.5
ENSMUSG00000106373	Gm6522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	100.0
ENSMUSG00000035799	Twist1	817.0	813.0	1143.0	1094.5	1032.0	121.0	816.0	30.5
ENSMUSG00000003526	Prodh	84.0	30.5	56.0	24.5	59.5	75.0	66.5	295.0
ENSMUSG00000028141	Oaz3	92.0	72.0	61.5	57.0	51.0	57.5	60.0	109.5
ENSMUSG00000058325	Dock1	1140.0	1459.0	1073.0	1321.0	762.5	1154.5	1543.5	1290.5
ENSMUSG00000021962	Dcp1a	294.0	442.5	417.0	498.5	738.5	885.0	656.5	635.5
ENSMUSG00000046806	3110062M04Rik	45.0	74.0	72.0	89.0	74.5	21.0	20.5	29.5
ENSMUSG00000038775	Vill	54.0	89.5	10.0	15.5	8.5	25.0	34.5	16.0
ENSMUSG00000037313	Tacc3	1541.0	471.0	771.0	420.5	554.5	1201.0	1102.5	1203.0
ENSMUSG00000082289	Gm15596	130.0	50.5	29.5	21.0	17.5	62.5	74.5	11.0
ENSMUSG00000033629	Hacd3	727.0	619.5	765.5	848.0	820.0	984.0	996.0	455.0
ENSMUSG00000032803	Cdv3	3703.0	1677.5	2586.5	2139.0	1999.5	3158.5	2866.0	2961.5
ENSMUSG00000066637	Ttc32	101.0	62.0	62.0	42.5	60.0	72.5	56.0	120.0
ENSMUSG00000021501	Caml	363.0	307.5	485.0	411.0	559.0	365.5	252.0	202.0
ENSMUSG00000039539	Sgcz	0.0	140.0	79.5	134.0	533.0	434.0	242.5	344.5
ENSMUSG00000081975	Gm12482	122.0	41.0	39.0	29.5	32.0	79.5	64.5	16.5
ENSMUSG00000033209	Ttc28	537.0	1501.5	670.0	1104.5	667.5	632.0	684.5	1001.0
ENSMUSG00000087606	Gm16121	60.0	25.0	60.5	46.5	40.5	28.5	7.5	66.0
ENSMUSG00000057137	Tmem140	51.0	90.0	94.0	109.0	105.5	43.0	19.5	36.0
ENSMUSG00000018377	Vezf1	672.0	719.5	562.5	849.5	623.5	766.5	1038.0	402.0
ENSMUSG00000060216	Arrb2	199.0	220.0	130.5	170.0	207.5	299.5	237.0	498.0
ENSMUSG00000029554	Mad1l1	752.0	358.0	660.0	501.0	610.5	587.5	295.5	544.5
ENSMUSG00000049517	Rps23	9895.0	4960.0	5719.0	4407.0	4034.5	6672.5	6790.5	15853.0
ENSMUSG00000035246	Pcyt1b	100.0	228.0	193.5	256.5	872.0	636.0	299.0	314.0
ENSMUSG00000001289	Pfdn5	1222.0	1106.0	867.0	871.0	860.0	895.5	1140.5	692.0
ENSMUSG00000015747	Vps45	194.0	178.0	198.5	185.0	188.0	133.5	118.0	180.0
ENSMUSG00000028140	Mrpl9	689.0	403.5	373.5	343.5	339.0	439.0	448.0	469.0
ENSMUSG00000026930	Gpsm1	435.0	505.5	203.0	176.0	104.0	20.5	106.0	75.5
ENSMUSG00000047434	Xxylt1	460.0	538.0	566.0	521.5	309.0	309.0	351.5	324.5
ENSMUSG00000062101	Zfp119b	48.0	37.5	32.5	28.5	38.5	52.5	32.5	52.5
ENSMUSG00000073775	Kti12	309.0	151.0	219.5	234.0	218.0	216.5	184.0	266.5
ENSMUSG00000028567	Txndc12	565.0	384.0	266.5	273.0	241.5	323.0	380.5	638.0
ENSMUSG00000039105	Atp6v1g1	1494.0	1076.0	2270.0	1453.5	1553.0	1099.5	1203.5	1294.0
ENSMUSG00000007610	Gtpbp3	266.0	257.0	216.5	213.0	266.5	380.5	340.5	420.5
ENSMUSG00000004031	Brinp2	3.0	0.0	11.5	31.0	261.0	90.0	100.5	11.0
ENSMUSG00000078906	Gm14444	0.0	0.0	0.5	6.0	35.0	84.5	29.0	135.5
ENSMUSG00000026858	Miga2	203.0	237.5	247.0	267.5	287.0	193.0	284.5	228.0
ENSMUSG00000066362	Rps13-ps1	693.0	413.0	382.5	295.5	290.5	580.5	538.0	1118.0
ENSMUSG00000082112	Gm14445	0.0	0.0	79.5	73.5	123.5	0.0	57.5	171.0
ENSMUSG00000030107	Usp18	23.0	402.5	99.5	433.0	1005.0	392.0	203.5	0.0
ENSMUSG00000056043	Rgs9bp	6.0	4.5	4.0	2.0	3.0	5.5	5.5	100.0
ENSMUSG00000082192	Gm14719	75.0	35.0	38.5	24.0	28.5	55.0	34.0	1.5
ENSMUSG00000031155	Pim2	38.0	41.5	75.5	138.5	292.0	514.0	196.0	154.0
ENSMUSG00000078905	Gm14393	3.0	7.5	11.5	13.5	27.0	30.5	20.5	65.5
ENSMUSG00000080888	Gm14387	101.0	138.0	156.5	171.0	278.5	224.5	174.5	318.5
ENSMUSG00000028295	Smim8	134.0	107.0	83.0	87.0	88.5	69.0	62.5	181.0
ENSMUSG00000081949	Gm14392	0.0	85.0	24.0	20.5	57.0	68.5	62.0	179.0
ENSMUSG00000002332	Dhrs1	509.0	646.5	749.5	669.0	675.0	563.5	487.0	264.5
ENSMUSG00000041417	Pik3r1	712.0	569.5	944.5	1785.5	1090.0	319.0	1223.5	256.0
ENSMUSG00000015970	Chdh	0.0	0.0	2.0	3.0	0.5	51.5	124.0	0.5
ENSMUSG00000021196	Pfkp	907.0	1218.5	1551.5	1345.0	2854.0	3744.0	5131.0	3510.5
ENSMUSG00000022553	Maf1	553.0	735.0	435.0	473.5	618.0	651.5	599.0	801.0
ENSMUSG00000040488	Ltbp4	559.0	1702.5	484.0	570.5	243.5	548.0	1289.5	2318.5
ENSMUSG00000054793	Cadm4	50.0	85.5	50.0	54.5	60.5	193.0	368.0	786.5
ENSMUSG00000025742	Prps2	261.0	359.0	572.5	627.5	619.0	352.0	360.0	612.5
ENSMUSG00000043366	Olfr78	9.0	116.5	1.5	1.5	0.0	0.0	0.0	0.0
ENSMUSG00000110008	Olfr560	0.0	301.5	0.0	0.0	0.0	0.0	0.0	0.0
ENSMUSG00000032314	Etfa	1328.0	1205.0	745.5	561.0	806.5	896.0	581.0	1198.0
ENSMUSG00000068580	Zfyve19	221.0	155.0	184.5	184.5	204.5	243.5	207.0	213.5
ENSMUSG00000113948	AC147029.1	251.0	125.5	120.0	96.0	58.5	167.0	188.5	125.5
ENSMUSG00000081572	Gm14138	111.0	28.5	18.0	20.0	17.0	72.0	92.0	2.5
ENSMUSG00000022533	Atp13a3	1280.0	2306.5	4685.0	3480.5	4794.5	3449.0	2394.5	1253.0
ENSMUSG00000026179	Pnkd	218.0	219.5	167.0	202.5	185.0	233.0	275.5	729.0
ENSMUSG00000101970	1810026B05Rik	868.0	487.0	405.0	414.0	433.5	575.5	556.0	766.5
ENSMUSG00000025967	Eef1b2	9177.0	5935.5	7682.5	5877.5	5139.0	7965.0	6658.0	6562.0
ENSMUSG00000027996	Sfrp2	171.0	161.5	118.0	402.0	104.5	98.5	135.0	143.5
ENSMUSG00000062743	Zfp677	38.0	77.5	50.5	40.5	48.5	77.5	71.0	1.5
ENSMUSG00000037552	Plekhg2	1168.0	2217.5	1354.0	962.5	1188.0	942.5	1078.5	351.0
ENSMUSG00000039239	Tgfb2	652.0	1214.5	243.0	364.5	260.0	90.0	338.5	36.0
ENSMUSG00000038296	Galnt18	1056.0	1755.0	160.5	100.0	74.0	15.5	92.0	83.0
ENSMUSG00000092356	Gm20532	34.0	51.0	17.5	14.0	8.5	12.0	13.0	80.5
ENSMUSG00000100078	Gm6170	1284.0	724.5	654.5	640.5	555.0	1327.0	1248.0	120.5
ENSMUSG00000036698	Ago2	1078.0	2814.0	2807.0	2174.5	2244.0	2201.0	2948.0	3929.0
ENSMUSG00000114687	AC154572.2	147.0	75.0	62.5	30.0	20.0	154.0	226.0	30.5
ENSMUSG00000033737	Fndc3c1	81.0	33.0	463.0	905.5	3996.5	1224.0	3482.5	5.5
ENSMUSG00000045382	Cxcr4	13.0	54.5	96.5	220.5	430.5	104.0	203.5	35.5
ENSMUSG00000023882	Zfp54	385.0	365.0	368.0	277.5	344.0	373.0	377.5	229.0
ENSMUSG00000018554	Ybx2	0.0	0.0	0.0	0.5	0.5	41.0	41.0	392.0
ENSMUSG00000073418	C4b	3.0	1.0	1.5	1.0	13.5	51.0	126.5	4.5
ENSMUSG00000085828	Gm15612	32.0	79.0	9.5	21.0	4.0	2.5	6.0	3.5
ENSMUSG00000005107	Slc2a9	42.0	118.0	158.0	180.5	187.5	77.5	65.5	3.5
ENSMUSG00000019861	Gopc	443.0	461.0	334.0	300.0	277.0	207.5	255.0	320.0
ENSMUSG00000048915	Efna5	248.0	221.5	379.0	358.5	651.5	185.0	138.0	17.5
ENSMUSG00000068391	Chrac1	308.0	231.5	239.5	220.0	193.5	182.0	222.5	287.5
ENSMUSG00000033033	Calhm2	181.0	239.5	249.0	240.5	185.0	131.5	123.5	197.0
ENSMUSG00000028381	Ugcg	1725.0	939.0	1030.5	791.5	672.5	664.0	393.0	361.0
ENSMUSG00000038143	Stox2	334.0	990.5	893.5	1319.0	729.5	316.0	526.5	166.0
ENSMUSG00000031486	Adgra2	2731.0	3746.5	2433.0	3057.5	827.5	144.0	1058.0	289.5
ENSMUSG00000037890	Wdr19	248.0	359.5	216.0	281.5	202.0	300.5	329.5	210.5
ENSMUSG00000103011	Gm8860	63.0	2.5	2.5	4.5	5.0	45.0	32.0	1.0
ENSMUSG00000045179	Sox3	0.0	0.0	0.0	0.0	0.5	2.0	11.5	71.0
ENSMUSG00000084340	Gm14766	0.0	44.5	0.0	20.5	0.0	0.0	22.5	44.5
ENSMUSG00000030275	Etnk1	784.0	1050.5	1397.5	1797.0	1668.0	2705.5	2315.5	1576.0
ENSMUSG00000031837	Necab2	4.0	2.0	1.0	1.5	2.5	8.5	8.5	145.5
ENSMUSG00000024293	Esco1	655.0	620.5	701.0	657.5	715.0	824.0	698.5	571.5
ENSMUSG00000028089	Chd1l	211.0	136.0	173.0	181.5	216.0	303.0	194.5	558.5
ENSMUSG00000028550	Atg4c	89.0	171.5	169.5	139.5	134.5	120.5	95.0	137.0
ENSMUSG00000108563	Gm44686	191.0	208.0	161.0	148.0	155.5	274.0	237.5	209.5
ENSMUSG00000031760	Mt3	1.0	7.0	84.5	31.5	109.5	93.0	65.0	26.5
ENSMUSG00000095419	Gm14328	148.0	112.0	37.0	19.5	18.0	66.5	56.0	0.5
ENSMUSG00000025968	Ndufs1	1535.0	1115.5	1225.5	1140.0	1222.0	1477.0	1101.5	1751.0
ENSMUSG00000058542	Gm15590	2177.0	412.5	954.0	648.5	700.0	1650.5	1242.0	2795.5
ENSMUSG00000030551	Nr2f2	480.0	280.0	252.0	326.5	176.0	73.5	395.0	12.5
ENSMUSG00000078671	Chd2	663.0	1029.5	692.5	1347.5	1007.5	1195.5	1507.5	1327.0
ENSMUSG00000051639	Gm5812	266.0	185.0	227.5	173.0	158.5	181.0	171.5	139.0
ENSMUSG00000034377	Tulp4	2120.0	5363.0	4588.5	5885.5	3010.5	1292.5	2278.0	652.5
ENSMUSG00000082876	Gm11889	60.0	35.5	39.5	28.0	31.0	43.0	65.5	9.5
ENSMUSG00000107802	1700126G02Rik	40.0	54.0	71.5	84.0	74.5	102.0	83.0	101.5
ENSMUSG00000032291	Crabp1	4456.0	2456.0	1061.5	5605.5	437.5	343.5	2416.5	472.5
ENSMUSG00000032913	Lrig2	169.0	275.5	221.0	303.5	219.0	224.5	326.5	275.0
ENSMUSG00000015127	Unkl	64.0	185.0	160.0	149.0	161.0	122.5	166.5	176.5
ENSMUSG00000060882	Kcnd2	267.0	241.0	189.5	187.5	151.0	137.0	197.5	0.0
ENSMUSG00000112550	AC153525.1	132.0	59.5	85.5	95.0	106.0	220.0	214.0	40.5
ENSMUSG00000018427	Ypel2	61.0	136.0	166.0	307.5	646.0	211.5	147.0	249.0
ENSMUSG00000054702	Ap1s3	41.0	47.0	244.5	371.5	624.0	223.0	119.0	8.0
ENSMUSG00000025823	Pdia4	3629.0	2822.5	1686.0	2039.0	1776.5	2068.5	1492.0	1170.5
ENSMUSG00000025494	Sigirr	1.0	13.0	113.0	74.5	247.5	363.0	119.0	362.5
ENSMUSG00000000282	Mnt	379.0	604.5	492.5	705.5	669.5	478.0	443.5	1074.0
ENSMUSG00000113251	AC164102.1	7.0	0.0	0.5	0.5	4.5	30.5	21.5	127.5
ENSMUSG00000047248	C2cd3	242.0	316.5	339.5	337.5	367.0	521.5	402.5	501.5
ENSMUSG00000089764	Gm16580	273.0	244.5	275.0	197.5	143.5	223.0	197.0	128.5
ENSMUSG00000042694	Stn1	182.0	223.0	300.5	243.0	232.0	234.0	169.5	213.5
ENSMUSG00000108043	Zim3	0.0	1.0	2.5	0.5	1.5	4.0	7.5	60.0
ENSMUSG00000109176	Zfp264	16.0	29.0	15.5	22.5	17.5	35.0	33.0	323.5
ENSMUSG00000034613	Ppm1h	65.0	57.0	192.5	198.0	230.5	96.0	48.5	80.0
ENSMUSG00000042099	Kank3	42.0	120.5	198.5	218.0	123.5	371.5	228.0	958.0
ENSMUSG00000031487	Brf2	208.0	199.5	171.5	181.5	148.5	124.0	115.0	266.5
ENSMUSG00000042410	Agps	1427.0	1355.0	1242.0	903.5	691.5	1104.5	926.0	1596.5
ENSMUSG00000046058	Eid2	249.0	290.0	275.0	237.5	320.5	187.0	202.0	485.0
ENSMUSG00000051527	Usp29	51.0	19.5	18.0	13.5	4.5	10.0	32.0	48.0
ENSMUSG00000022586	Ly6i	13.0	18.5	10.5	54.5	199.0	181.5	158.5	0.5
ENSMUSG00000026029	Casp8	495.0	393.5	489.0	345.5	220.0	365.5	185.0	63.0
ENSMUSG00000029287	Tgfbr3	547.0	305.5	315.0	520.5	126.5	93.0	221.5	85.0
ENSMUSG00000030208	Emp1	8136.0	17075.0	27265.5	15048.0	10523.0	3222.5	5587.5	100.5
ENSMUSG00000030682	Cdipt	1287.0	1134.0	1527.5	1210.5	1322.0	1054.5	759.0	615.0
ENSMUSG00000028034	Fubp1	1492.0	1135.0	911.0	797.5	1012.5	2080.0	3575.5	3788.5
ENSMUSG00000031762	Mt2	169.0	22.0	874.5	1225.5	2452.0	2020.0	832.5	1372.0
ENSMUSG00000026879	Gsn	6248.0	6586.5	7839.0	7583.5	3679.0	2197.5	6223.0	33.5
ENSMUSG00000002059	Rab34	1634.0	1304.0	1399.0	1157.0	859.0	583.5	713.0	399.5
ENSMUSG00000110588	Gm45774	170.0	22.0	856.5	1224.5	2415.5	1984.0	827.0	1367.5
ENSMUSG00000032397	Tipin	631.0	170.0	258.0	163.5	193.0	667.5	382.0	957.0
ENSMUSG00000111686	AC159892.1	83.0	68.5	146.0	112.0	82.5	78.0	59.0	27.0
ENSMUSG00000020393	Kremen1	651.0	1101.0	1052.5	1459.0	1409.0	647.5	1130.5	263.5
ENSMUSG00000027452	Acss1	13.0	11.5	5.0	11.0	42.0	156.0	92.5	799.0
ENSMUSG00000105304	Gm43696	0.0	141.5	122.0	134.0	75.5	138.5	154.5	119.5
ENSMUSG00000021182	Ccdc88c	22.0	59.5	54.0	107.5	378.5	875.5	737.0	1022.0
ENSMUSG00000105659	4930509H03Rik	0.0	61.5	0.0	0.0	0.0	18.5	22.5	40.0
ENSMUSG00000052133	Sema5b	41.0	32.5	9.0	98.0	56.5	550.0	874.0	316.0
ENSMUSG00000038292	Ccdc155	0.0	1.0	0.5	0.0	1.0	2.0	0.5	105.0
ENSMUSG00000052544	St6galnac3	21.0	63.0	32.5	36.5	88.5	93.5	190.0	156.0
ENSMUSG00000018932	Map2k3	1084.0	914.5	1162.5	890.0	970.0	682.5	663.5	534.5
ENSMUSG00000067288	Rps28	3818.0	2533.0	2841.0	2619.0	2488.5	3627.5	3432.5	4667.5
ENSMUSG00000069114	Zbtb10	132.0	171.5	111.0	84.5	122.5	383.0	350.5	280.0
ENSMUSG00000028232	Tmem68	637.0	606.5	799.5	671.0	688.5	587.0	575.5	710.5
ENSMUSG00000025921	Rdh10	212.0	248.0	1226.0	1786.5	2707.0	250.0	400.0	93.0
ENSMUSG00000018861	Fdxr	165.0	126.0	165.0	152.0	118.0	132.0	101.0	370.5
ENSMUSG00000029207	Apbb2	811.0	1203.0	732.5	827.5	338.5	363.0	279.5	364.5
ENSMUSG00000068196	Col8a1	2737.0	10548.0	916.5	900.0	2613.0	122.5	209.0	0.0
ENSMUSG00000020182	Ddc	90.0	133.5	47.0	114.0	478.0	330.0	98.5	516.5
ENSMUSG00000002489	Tiam1	173.0	325.5	467.0	374.5	304.0	442.5	320.0	652.5
ENSMUSG00000020183	Cpm	50.0	52.0	92.0	113.5	36.0	41.0	67.0	6.0
ENSMUSG00000006476	Nsmf	440.0	640.5	538.0	535.0	425.0	182.0	449.5	59.5
ENSMUSG00000091613	Gm17046	171.0	82.0	115.5	69.0	67.0	64.5	69.5	11.5
ENSMUSG00000070705	Eid2b	56.0	124.0	81.0	106.5	115.0	59.5	53.5	129.5
ENSMUSG00000094122	Rpl31-ps9	193.0	114.5	103.5	86.5	86.0	166.5	197.5	39.5
ENSMUSG00000046909	Tefm	108.0	80.0	58.5	45.5	76.0	135.0	68.5	252.0
ENSMUSG00000061544	Zfp229	81.0	68.0	87.0	61.0	86.5	160.0	220.5	431.5
ENSMUSG00000066043	Phactr4	660.0	604.5	794.0	710.0	629.5	734.5	752.0	657.0
ENSMUSG00000022146	Osmr	1145.0	760.0	369.5	433.5	499.5	126.0	221.5	1.5
ENSMUSG00000002881	Nab1	710.0	483.0	1002.5	702.5	518.5	264.5	313.5	77.0
ENSMUSG00000030516	Tjp1	914.0	1505.5	1379.0	1656.5	1950.0	1838.0	2202.5	673.5
ENSMUSG00000000881	Dlg3	486.0	654.5	494.0	450.5	299.5	381.5	451.0	273.0
ENSMUSG00000043510	Hscb	148.0	158.5	123.0	148.0	156.5	160.0	126.5	359.0
ENSMUSG00000039738	Slx4	348.0	329.5	461.5	398.5	408.5	388.5	455.5	467.0
ENSMUSG00000019865	Nmbr	0.0	0.0	72.5	27.0	58.0	47.5	43.0	120.0
ENSMUSG00000019124	Scrn1	239.0	633.5	1337.5	1785.0	3290.5	920.5	842.5	126.0
ENSMUSG00000010608	Rbm25	3138.0	2079.0	3239.5	2849.5	3374.0	4346.5	5046.5	3597.0
ENSMUSG00000035969	Rusc2	822.0	1947.5	1405.0	1553.0	1397.0	547.5	410.0	971.0
ENSMUSG00000002808	Epdr1	341.0	729.5	500.0	666.0	1206.0	240.0	342.5	311.5
ENSMUSG00000052192	Gm5963	93.0	13.5	25.0	10.5	16.5	58.0	49.0	8.0
ENSMUSG00000021461	Fancc	109.0	99.0	70.0	88.0	82.0	100.0	99.5	300.0
ENSMUSG00000086391	1700042O10Rik	12.0	9.0	16.0	19.5	55.5	34.0	9.0	58.5
ENSMUSG00000031533	Mrps31	266.0	187.5	192.0	178.5	200.0	302.5	288.5	576.0
ENSMUSG00000066440	Zfyve26	296.0	643.5	695.0	814.5	770.0	617.5	653.5	773.5
ENSMUSG00000032293	Ireb2	993.0	1071.5	1239.0	1235.0	872.5	1449.0	1789.5	1439.0
ENSMUSG00000040865	Ino80d	210.0	333.5	536.0	640.0	580.0	775.5	823.0	636.5
ENSMUSG00000021822	Plau	1254.0	640.0	2117.5	2503.0	895.0	155.0	47.0	1.5
ENSMUSG00000040857	Erf	1126.0	927.0	800.0	624.5	1048.0	1422.5	1399.5	2140.5
ENSMUSG00000093798	Gm8355	1605.0	891.0	1005.0	909.5	862.5	1626.5	1022.0	506.0
ENSMUSG00000041605	5730559C18Rik	86.0	124.0	165.0	199.5	341.5	269.5	297.0	88.5
ENSMUSG00000054196	Cthrc1	1879.0	381.5	230.5	163.5	26.5	16.0	104.5	5.5
ENSMUSG00000086040	Wipf3	7.0	2.5	2.5	10.0	13.0	68.5	42.5	22.0
ENSMUSG00000099137	Gm10603	26.0	29.5	30.0	33.5	31.5	39.5	29.0	54.5
ENSMUSG00000090674	Gm17082	519.0	80.5	125.0	90.0	115.5	698.5	630.5	67.0
ENSMUSG00000066538	Gm6254	744.0	125.5	185.5	137.5	177.5	871.0	829.5	104.0
ENSMUSG00000030718	Ppme1	843.0	846.5	641.5	548.0	519.5	832.5	687.5	761.0
ENSMUSG00000051499	Zfp786	32.0	26.5	29.0	28.0	32.0	19.5	17.5	103.5
ENSMUSG00000025544	Tm9sf2	2197.0	1847.0	2061.0	2436.5	2700.5	1771.0	1692.5	1243.5
ENSMUSG00000020709	Adap2	1.0	20.5	6.0	9.5	2.0	73.0	35.5	103.0
ENSMUSG00000023965	Fbxl17	269.0	338.5	276.5	332.0	359.5	202.5	197.0	205.5
ENSMUSG00000040209	Zfp704	201.0	688.5	655.5	1060.0	1349.5	1144.5	1451.0	994.0
ENSMUSG00000020451	Limk2	1067.0	1513.0	1219.0	1387.0	2011.5	1464.5	1367.5	1020.5
ENSMUSG00000059810	Rgs3	223.0	296.0	156.5	111.5	89.0	78.5	66.0	525.5
ENSMUSG00000031865	Dctn1	1745.0	1821.0	1612.5	1839.5	1522.5	1277.0	1354.0	1320.0
ENSMUSG00000086347	Gm11626	44.0	70.5	41.0	88.0	108.0	56.0	14.0	27.5
ENSMUSG00000010358	Ifi35	176.0	233.5	147.0	285.0	379.0	233.0	126.5	101.0
ENSMUSG00000040687	Madd	143.0	208.5	310.5	416.5	573.0	511.5	486.0	225.0
ENSMUSG00000022791	Tnk2	2288.0	2884.0	867.0	968.5	986.0	1429.0	1196.5	1557.5
ENSMUSG00000045725	Prr15	0.0	1.0	11.5	40.0	49.0	142.0	75.5	1.5
ENSMUSG00000021319	Sfrp4	50.0	48.5	12.0	17.5	103.5	23.0	80.0	126.5
ENSMUSG00000004633	Chn2	69.0	40.0	164.0	154.0	150.0	88.5	98.0	116.5
ENSMUSG00000058589	Anks1b	51.0	65.5	68.5	112.0	31.5	14.5	9.5	10.5
ENSMUSG00000027993	Trim2	210.0	349.5	1163.5	1204.0	836.5	949.0	568.5	516.0
ENSMUSG00000071753	C230004F18Rik	140.0	85.5	126.5	62.5	0.0	0.0	0.0	0.0
ENSMUSG00000085893	Gm12091	134.0	51.0	43.5	29.0	20.0	102.0	72.0	68.0
