ensg	name	loc	tss_loc	strand
ENSMUSG00000026858	Miga2	chr2:30364233-30385521		1
ENSMUSG00000086444	Gm15961	chr10:120800677-120801794		1
ENSMUSG00000104573	Gm42886	chr3:156264586-156265051		1
ENSMUSG00000033392	Clasp2	chr9:113741473-113919682		1
ENSMUSG00000032062	2310030G06Rik	chr9:50739691-50746536		-1
ENSMUSG00000085888	Gm12224	chr11:54340369-54353479		-1
ENSMUSG00000085084	4930570G19Rik	chr3:156546753-156561746		-1
ENSMUSG00000019432	Ddx39b	chr17:35241746-35253707		1
ENSMUSG00000115456	AC122397.3	chr15:38312293-38343139		1
ENSMUSG00000086089	Gm11640	chr11:105434445-105435412		1
ENSMUSG00000010048	Ifrd2	chr9:107587642-107593385		1
ENSMUSG00000109858	Gm45800	chrX:95558104-95558803		1
ENSMUSG00000086487	Gm11638	chr11:105363252-105390642		1
ENSMUSG00000109395	Gm45199	chr7:92706773-92708279		1
ENSMUSG00000098041	Gm26981	chr7:92729840-92733748		1
ENSMUSG00000083215	Rbmx2-ps	chr2:142576928-142577857		1
ENSMUSG00000063137	Olfr177	chr16:58870955-58874768		-1
ENSMUSG00000115405	AC122397.2	chr15:38385634-38404154		-1
ENSMUSG00000116226	AC105358.1	chr15:82185516-82187625		1
ENSMUSG00000083556	Gm9043	chrX:95629832-95630366		1
ENSMUSG00000022463	Srebf2	chr15:82147181-82205379		1
ENSMUSG00000032565	Nudt16	chr9:105128903-105131824		-1
ENSMUSG00000039323	Igfbp2	chr1:72824503-72852474		1
ENSMUSG00000083314	Gm11742	chr11:116550418-116550650		1
ENSMUSG00000038844	Kif16b	chr2:142617474-142901531		-1
ENSMUSG00000020804	Aanat	chr11:116586432-116597680		1
ENSMUSG00000115009	AC122397.1	chr15:38436225-38455134		-1
ENSMUSG00000074024	4632427E13Rik	chr7:92734166-92741468		-1
ENSMUSG00000042742	Bmt2	chr6:13625673-13677966		-1
ENSMUSG00000086850	Gm13257	chr4:133479356-133482526		-1
ENSMUSG00000046694	Fam46b	chr4:133480132-133487938		1
ENSMUSG00000032060	Cryab	chr9:50751325-50756636		1
ENSMUSG00000020806	Rhbdf2	chr11:116598165-116627019		-1
ENSMUSG00000104696	Gm42946	chr3:156646320-156648889		1
ENSMUSG00000083122	Gm15578	chr3:156816037-156816511		1
ENSMUSG00000106047	Gm42942	chr3:156703900-156705227		1
ENSMUSG00000105290	Gm43528	chr3:156737540-156739213		1
ENSMUSG00000038086	Hspb2	chr9:50751078-50752354		-1
ENSMUSG00000106385	Gm42943	chr3:156731098-156734339		1
ENSMUSG00000040037	Negr1	chr3:156561794-157316445		1
ENSMUSG00000084267	Gm12417	chr4:85176527-85176929		1
ENSMUSG00000031799	Tpm4	chr8:72134975-72153142		1
ENSMUSG00000097472	Gm26586	chr8:72137389-72140820		-1
ENSMUSG00000087502	Gm16091	chr8:72147601-72160855		-1
ENSMUSG00000021715	Cwc27	chr13:104631140-104817142		-1
ENSMUSG00000044029	Olfr178	chr16:58888308-58892063		-1
ENSMUSG00000115627	AC124555.1	chr14:61037960-61076802		1
ENSMUSG00000106018	Gm43527	chr3:157000417-157003594		1
ENSMUSG00000086708	Gm15577	chr3:156903863-156920780		-1
ENSMUSG00000105803	Gm43526	chr3:157071744-157073308		1
ENSMUSG00000060548	Tnfrsf19	chr14:60963875-61046490		-1
ENSMUSG00000102322	4930566N20Rik	chr3:157207662-157208860		-1
ENSMUSG00000086522	Gm4473	chr10:120899157-120901888		1
ENSMUSG00000035062	Zc4h2	chrX:95639193-95658509		-1
ENSMUSG00000109257	Gm45200	chr7:92778505-92779423		1
ENSMUSG00000030643	Rab30	chr7:92741603-92844535		1
ENSMUSG00000084860	2610204G07Rik	chr13:104684931-104694994		1
ENSMUSG00000021716	Srek1ip1	chr13:104792484-104839274		1
ENSMUSG00000102196	Gm38171	chr2:11315372-11319874		-1
ENSMUSG00000115493	AC140799.1	chr15:56782642-56783428		-1
ENSMUSG00000102894	Gm37851	chr2:11332825-11333713		1
ENSMUSG00000103883	Gm37010	chr1:171688311-171690014		1
ENSMUSG00000015355	Cd48	chr1:171682009-171705258		1
ENSMUSG00000053580	Tanc2	chr11:105589986-105929304		1
ENSMUSG00000102674	8030442B05Rik	chr2:11338366-11398501		-1
ENSMUSG00000103223	Gm37730	chr2:11365241-11367451		-1
ENSMUSG00000086006	Gm13293	chr2:11339488-11344111		1
ENSMUSG00000103321	4933403L11Rik	chr2:11383787-11384907		-1
ENSMUSG00000086491	Gm13291	chr2:11385003-11387064		1
ENSMUSG00000115172	AC123658.1	chr15:56880409-57006624		-1
ENSMUSG00000104163	Gm19057	chr1:161297818-161299014		-1
ENSMUSG00000026700	Tnfsf4	chr1:161395409-161418410		1
ENSMUSG00000113379	Gm46436	chr13:96576630-96577923		1
ENSMUSG00000113068	Gm48133	chr13:96542993-96543652		-1
ENSMUSG00000113842	Gm48138	chr13:96556232-96559111		1
ENSMUSG00000073899	Olfr1532-ps1	chr7:106908001-106916265		1
ENSMUSG00000021669	Col4a3bp	chr13:96542618-96640167		1
ENSMUSG00000027589	Pcmtd2	chr2:181837854-181857461		1
ENSMUSG00000082424	Gm13292	chr2:11409031-11410030		-1
ENSMUSG00000062553	Olfr709-ps1	chr7:106922874-106932219		-1
ENSMUSG00000066755	Tnfsf18	chr1:161494655-161505290		1
ENSMUSG00000041068	4930596D02Rik	chr14:35809488-35811978		-1
ENSMUSG00000045581	Olfr710	chr7:106943911-106948312		-1
ENSMUSG00000072875	Gpr27	chr6:99692679-99695066		1
ENSMUSG00000059058	Tma7-ps	chr1:171711088-171711282		1
ENSMUSG00000104224	Gm37693	chr1:171725405-171725638		-1
ENSMUSG00000022366	Slc22a22	chr15:57243767-57477625		-1
ENSMUSG00000083465	Gm11652	chr11:105773518-105774784		1
ENSMUSG00000081270	Gm11653	chr11:105875905-105876913		1
ENSMUSG00000002129	Sf3a1	chr11:4160350-4182541		1
ENSMUSG00000086504	Kif16bos	chr2:142902965-142903572		1
ENSMUSG00000020810	Cygb	chr11:116645595-116654313		-1
ENSMUSG00000028488	Sh3gl2	chr4:85205126-85639195		1
ENSMUSG00000036403	Cep135	chr5:76588698-76646466		1
ENSMUSG00000075410	Prcd	chr11:116653534-116668389		1
ENSMUSG00000019590	Cyb561	chr11:105933702-105953336		-1
ENSMUSG00000115117	AC123692.1	chr15:57429984-57430713		1
ENSMUSG00000115226	AC123692.2	chr15:57347749-57348090		1
ENSMUSG00000082314	Gm13296	chr2:11420224-11421220		1
ENSMUSG00000030069	Prok2	chr6:99711299-99726392		-1
ENSMUSG00000066113	Adamtsl1	chr4:85514172-86428385		1
ENSMUSG00000057286	St6galnac2	chr11:116675303-116694868		-1
ENSMUSG00000038628	Polr3k	chr2:181864337-181870830		1
ENSMUSG00000083397	Gm5466	chr2:181896823-181898712		1
ENSMUSG00000110170	St6galnac2	chr11:116677483-116681290		-1
ENSMUSG00000085087	Gm13528	chr2:33177902-33181881		1
ENSMUSG00000098505	Gm14496	chr2:181991226-182001766		1
ENSMUSG00000020812	1810032O08Rik	chr11:116671660-116675799		1
ENSMUSG00000038831	Ralgps1	chr2:33133417-33371486		-1
ENSMUSG00000097548	Gm26748	chr6:99725771-99732553		1
ENSMUSG00000108933	Gm44582	chr7:106952228-106952672		1
ENSMUSG00000104440	Gm19030	chr1:171729915-171730466		1
ENSMUSG00000115375	AC158395.1	chr14:35820609-35821060		1
ENSMUSG00000036647	Olfr6	chr7:106953251-106963937		-1
ENSMUSG00000059291	Rpl11	chr4:136028265-136053428		-1
ENSMUSG00000081862	Gm12413	chr4:85245451-85245762		-1
ENSMUSG00000095495	Trav9d-3	chr14:52920443-52921112		1
ENSMUSG00000025647	Shisa5	chr9:109038565-109057777		1
ENSMUSG00000103469	Gm9910	chr11:105943704-105945253		1
ENSMUSG00000105887	Trav5d-3	chr14:52928332-52928601		1
ENSMUSG00000048216	Gpr85	chr6:13834458-13839942		-1
ENSMUSG00000102648	Gm38022	chr1:193475290-193475692		1
ENSMUSG00000094607	Trav12d-3	chr14:52929789-52930282		1
ENSMUSG00000027620	Rbm39	chr2:156147239-156180238		-1
ENSMUSG00000008333	Snrpb2	chr2:143063039-143072853		1
ENSMUSG00000102860	Gm37638	chr1:161713705-161714827		1
ENSMUSG00000083435	Gm15824	chr5:64190033-64190987		-1
ENSMUSG00000104947	Gm43721	chr5:64233930-64236242		1
ENSMUSG00000083100	Gm6044	chr5:64320256-64320754		1
ENSMUSG00000040323	Gm15429	chr1:161726242-161727489		-1
ENSMUSG00000081143	Gm15823	chr5:64252556-64253225		-1
ENSMUSG00000090629	Olfr180	chr16:58914285-58929392		-1
ENSMUSG00000102399	Gm5049	chr1:161746056-161747645		1
ENSMUSG00000029174	Tbc1d1	chr5:64156305-64351486		1
ENSMUSG00000000817	Fasl	chr1:161780689-161788495		-1
ENSMUSG00000090951	Olfr181	chr16:58924707-58928755		-1
ENSMUSG00000082558	Snrp1c-ps2	chr13:23923800-23924164		-1
ENSMUSG00000027416	Otor	chr2:143078473-143081713		1
ENSMUSG00000050799	Hist1h2ba	chr13:23933773-23934156		-1
ENSMUSG00000108082	Gm5314	chr6:99770657-99771122		1
ENSMUSG00000031558	Slit2	chr5:47983138-48307733		1
ENSMUSG00000107713	Gm6681	chr6:99839708-99840314		-1
ENSMUSG00000026185	Igfbp5	chr1:72857932-72874884		-1
ENSMUSG00000084319	Tpt1-ps3	chr6:99877816-99878334		-1
ENSMUSG00000107204	Gm43067	chr6:99884400-99896845		-1
ENSMUSG00000060081	Hist1h2aa	chr13:23934462-23934851		1
ENSMUSG00000085297	Gm11651	chr11:105965608-105985694		-1
ENSMUSG00000024309	Pfdn6	chr17:33938821-33940343		-1
ENSMUSG00000003037	Rab8a	chr8:72161200-72183904		1
ENSMUSG00000020681	Ace	chr11:105967945-105989964		1
ENSMUSG00000052419	2610001J05Rik	chr6:13867735-13871518		-1
ENSMUSG00000042628	Zfyve1	chr12:83546558-83597222		-1
ENSMUSG00000032875	Arhgef17	chr7:100869752-100932107		-1
ENSMUSG00000044378	Slc15a5	chr6:137983586-138079916		-1
ENSMUSG00000035045	Zc3h12b	chrX:95711678-95932637		1
ENSMUSG00000071721	1700010D01Rik	chrX:95732586-95733265		-1
ENSMUSG00000082903	Gm14083	chr2:143129720-143130339		-1
ENSMUSG00000083047	Gm14082	chr2:143150830-143151630		-1
ENSMUSG00000083787	Gm11644	chr2:143349512-143349661		1
ENSMUSG00000080895	Gm11645	chr2:143506411-143507059		-1
ENSMUSG00000087603	Gm11339	chr13:23956809-23966175		1
ENSMUSG00000021337	Scgn	chr13:23953456-23991214		-1
ENSMUSG00000022203	Efs	chr14:54916535-54926126		-1
ENSMUSG00000027419	Pcsk2	chr2:143546156-143816285		1
ENSMUSG00000004105	Angptl2	chr2:33216069-33247717		1
ENSMUSG00000082844	Gm13537	chr2:33323171-33323437		1
ENSMUSG00000096883	Shisa8	chr15:82206168-82212815		-1
ENSMUSG00000042655	Fam159b	chr13:104845283-104863893		-1
ENSMUSG00000115629	AC132918.1	chr15:57487947-57488871		-1
ENSMUSG00000107528	Gm44442	chr6:99928248-99950931		-1
ENSMUSG00000026182	Tnp1	chr1:73015074-73015909		-1
ENSMUSG00000086171	Pcsk2os1	chr2:143535476-143547837		-1
ENSMUSG00000087115	Pcsk2os2	chr2:143747583-143795965		-1
ENSMUSG00000101968	1700027A15Rik	chr1:72984844-73025507		1
ENSMUSG00000020409	Slu7	chr11:43433744-43447981		1
ENSMUSG00000047807	9330154K18Rik	chr15:57736563-57738666		-1
ENSMUSG00000071757	Zhx2	chr15:57694665-57839832		1
ENSMUSG00000101605	Ace3	chr11:105994675-106005443		1
ENSMUSG00000114193	Gm48139	chr13:96605677-96609591		1
ENSMUSG00000103529	A730089K16Rik	chr5:76655929-76658355		-1
ENSMUSG00000101880	Gm29282	chr1:155011332-155057179		-1
ENSMUSG00000101433	Gm29441	chr1:155031739-155031949		1
ENSMUSG00000036377	C530008M17Rik	chr5:76656512-76873554		1
ENSMUSG00000097616	1110019D14Rik	chr6:13871526-14044385		1
ENSMUSG00000107942	Gm44411	chr6:14006007-14006355		1
ENSMUSG00000056596	Trnp1	chr4:133491100-133498550		-1
ENSMUSG00000090002	Gm16006	chr15:57708114-57708927		-1
ENSMUSG00000107562	Gm44412	chr6:13913155-13913448		-1
ENSMUSG00000001901	Kcnh6	chr11:106008124-106034549		1
ENSMUSG00000096950	Gm9530	chr1:155063447-155083266		-1
ENSMUSG00000032566	1700080E11Rik	chr9:105143342-105145092		-1
ENSMUSG00000038276	Asic3	chr5:24413392-24417835		1
ENSMUSG00000056708	Ier5	chr1:155096361-155099636		-1
ENSMUSG00000083874	Gm7494	chr5:76742073-76742513		-1
ENSMUSG00000037845	Fdxacb1	chr9:50768236-50773348		1
ENSMUSG00000068105	Tnfrsf13c	chr15:82221743-82224369		-1
ENSMUSG00000082936	Gm16166	chr10:120928186-120928972		1
ENSMUSG00000048661	Lemd3	chr10:120923413-120979332		-1
ENSMUSG00000037971	1110032A03Rik	chr9:50762828-50775520		-1
ENSMUSG00000082987	Rps13-ps6	chr2:143855649-143856076		1
ENSMUSG00000108151	Gm33201	chr6:99967516-99991215		-1
ENSMUSG00000027420	Bfsp1	chr2:143826528-143863173		-1
ENSMUSG00000114326	Gm4938	chr13:104918780-104919176		1
ENSMUSG00000103625	Gm37357	chr1:161811045-161814167		-1
ENSMUSG00000107558	2010109P13Rik	chr6:100143423-100143814		-1
ENSMUSG00000021719	Rgs7bp	chr13:104945904-105054930		-1
ENSMUSG00000116009	AC104325.1	chr15:82229333-82233531		-1
ENSMUSG00000032059	Alg9	chr9:50775019-50843542		1
ENSMUSG00000108269	Gm18422	chr6:100247229-100250345		1
ENSMUSG00000072872	Rybp	chr6:100228565-100287485		-1
ENSMUSG00000107690	Gm44044	chr6:100272610-100273698		-1
ENSMUSG00000048279	Sacs	chr14:61138457-61240695		1
ENSMUSG00000107461	Gm44045	chr6:100256708-100259227		-1
ENSMUSG00000103164	Gm38150	chr9:107594440-107594891		1
ENSMUSG00000103409	Lsmem2	chr9:107593841-107597075		-1
ENSMUSG00000082877	Gm13009	chr4:136074513-136074972		-1
ENSMUSG00000102254	Gm7496	chr1:161821865-161823068		1
ENSMUSG00000003974	Grm3	chr5:9485541-9725170		-1
ENSMUSG00000040297	Suco	chr1:161816114-161876682		-1
ENSMUSG00000106637	Gm42455	chr5:9599872-9602607		-1
ENSMUSG00000035296	Sgcg	chr14:61219115-61258490		-1
ENSMUSG00000062007	Hsh2d	chr8:72189638-72201527		1
ENSMUSG00000037600	Kdf1	chr4:133518963-133530790		1
ENSMUSG00000100029	D7Ertd128e	chr7:30885031-30886446		1
ENSMUSG00000049354	Dcaf7	chr11:106036872-106059324		1
ENSMUSG00000108535	Gm45071	chr16:58960203-58960773		1
ENSMUSG00000062105	Olfr183	chr16:58995357-59001441		1
ENSMUSG00000085033	Gm11646	chr11:106051151-106051852		-1
ENSMUSG00000081293	Gm11673	chr2:143877949-143878279		1
ENSMUSG00000080711	Gm11686	chr2:143881177-143881509		1
ENSMUSG00000015932	Dstn	chr2:143915320-143943324		1
ENSMUSG00000040770	Il25	chr14:54932695-54935837		1
ENSMUSG00000068101	Cenpm	chr15:82233779-82244748		-1
ENSMUSG00000001983	Taco1	chr11:106066061-106073612		1
ENSMUSG00000108205	Gm19252	chr6:14081331-14081635		-1
ENSMUSG00000085255	Taco1os	chr11:106065077-106066305		-1
ENSMUSG00000074240	Cib3	chr8:72204335-72212837		-1
ENSMUSG00000020700	Map3k3	chr11:106084613-106155446		1
ENSMUSG00000115546	AC167019.3	chr15:38518786-38520051		1
ENSMUSG00000107403	Gm8820	chr6:14389481-14390051		-1
ENSMUSG00000107657	Gm44446	chr6:14570771-14571025		-1
ENSMUSG00000037458	Azin1	chr15:38487427-38519266		-1
ENSMUSG00000036634	Mag	chr7:30899176-30914873		-1
ENSMUSG00000085229	Gm11672	chr11:106126336-106127351		-1
ENSMUSG00000024054	Smchd1	chr17:71344489-71475343		-1
ENSMUSG00000021718	4933425L06Rik	chr13:105082122-105121782		1
ENSMUSG00000027422	Rrbp1	chr2:143947395-144011263		-1
ENSMUSG00000007872	Id3	chr4:136143497-136145755		1
ENSMUSG00000107663	Gm44107	chr6:100498515-100499914		1
ENSMUSG00000101553	1700049E22Rik	chr6:100527400-100533426		1
ENSMUSG00000022365	Derl1	chr15:57869502-57892448		-1
ENSMUSG00000026471	Mr1	chr1:155127277-155146814		-1
ENSMUSG00000028969	Cdk5	chr5:24418241-24423530		-1
ENSMUSG00000105086	Gm42534	chr5:48279667-48281420		1
ENSMUSG00000092559	Gm20475	chr5:48005784-48007923		1
ENSMUSG00000040699	Limd2	chr11:106156256-106160860		-1
ENSMUSG00000092309	4930518C09Rik	chr5:48003065-48005707		-1
ENSMUSG00000105502	Gm42536	chr5:48127084-48128696		1
ENSMUSG00000106214	Gm43426	chr5:48058051-48060647		1
ENSMUSG00000105184	Gm42537	chr5:48211672-48214245		1
ENSMUSG00000102981	Gm38322	chr1:193493587-193495886		1
ENSMUSG00000094758	Trav13d-2	chr14:52942764-52943289		1
ENSMUSG00000103558	Gm38220	chr17:71391838-71393284		-1
ENSMUSG00000102863	Gm37639	chr17:71366052-71368836		-1
ENSMUSG00000097850	4631405K08Rik	chr1:193507238-193510174		-1
ENSMUSG00000091831	Gm4707	chr17:71458327-71459918		-1
ENSMUSG00000095560	Trav14d-2	chr14:52948568-52949169		1
ENSMUSG00000104182	Gm21362	chr1:193867009-193867936		1
ENSMUSG00000040759	Cmtm5	chr14:54936261-54939274		1
ENSMUSG00000018983	E2f2	chr4:136172394-136196057		1
ENSMUSG00000113431	Gm6722	chr12:83620680-83621069		-1
ENSMUSG00000029036	Atad3a	chr4:155740641-155761093		-1
ENSMUSG00000042717	Ppp1r3a	chr6:14713977-14755274		-1
ENSMUSG00000109132	Gm44545	chr7:100950817-100951562		1
ENSMUSG00000048779	P2ry6	chr7:100937630-100974649		-1
ENSMUSG00000102266	Gm38106	chr1:73206890-73209423		-1
ENSMUSG00000069631	Strada	chr11:106163330-106202168		-1
ENSMUSG00000003039	Fam32a	chr8:72219730-72224418		1
ENSMUSG00000101112	Gm29185	chr1:73269064-73306360		1
ENSMUSG00000100697	Gm29184	chr1:73311717-73312050		-1
ENSMUSG00000108537	Olfr184-ps1	chr16:59006586-59007417		-1
ENSMUSG00000024312	Wdr46	chr17:33940660-33949695		1
ENSMUSG00000066141	Gm11232	chr4:71755643-71757965		-1
ENSMUSG00000101812	D530049I02Rik	chr1:73398968-73430790		1
ENSMUSG00000099877	Pinc	chr1:73390775-73407569		-1
ENSMUSG00000021116	Eif2s1	chr12:78861819-78887010		1
ENSMUSG00000108451	Olfr185-ps1	chr16:59020965-59022861		-1
ENSMUSG00000078622	Ccdc47	chr11:106197408-106216344		-1
ENSMUSG00000100044	Gm9553	chr1:73512046-73513041		1
ENSMUSG00000047960	Olfr186	chr16:59025797-59030291		-1
ENSMUSG00000100429	Gm29186	chr1:73528937-73536349		1
ENSMUSG00000050066	A130023I24Rik	chr7:134227474-134230705		-1
ENSMUSG00000100444	C530043A13Rik	chr1:73522095-73529790		-1
ENSMUSG00000019139	Isyna1	chr8:70594373-70597290		1
ENSMUSG00000054555	Adam12	chr7:133883199-134232146		-1
ENSMUSG00000030683	Sez6l2	chr7:126950563-126970606		1
ENSMUSG00000021720	Rnf180	chr13:105130001-105294815		-1
ENSMUSG00000003033	Ap1m1	chr8:72240018-72257385		1
ENSMUSG00000037307	Banf2	chr2:144033059-144073979		1
ENSMUSG00000108478	Gm19514	chr7:134095790-134100278		-1
ENSMUSG00000078586	Gm11735	chr11:116739062-116749833		-1
ENSMUSG00000099373	Gm19667	chr9:105470520-105480194		1
ENSMUSG00000068966	Zbtb34	chr2:33406108-33431324		-1
ENSMUSG00000086384	Banf2os	chr2:144059138-144068806		-1
ENSMUSG00000056032	BC018473	chr11:116752167-116759373		1
ENSMUSG00000006526	Tmem110	chr14:30825590-30877210		1
ENSMUSG00000068099	1500009C09Rik	chr15:82252397-82260753		1
ENSMUSG00000032570	Atp2c1	chr9:105403539-105527319		-1
ENSMUSG00000074758	Gm5535	chr2:144098815-144207990		-1
ENSMUSG00000009588	St6galnac1	chr11:116765025-116775507		-1
ENSMUSG00000082480	Gm11687	chr2:144142488-144143373		-1
ENSMUSG00000020705	Ddx42	chr11:106216926-106249139		1
ENSMUSG00000055923	Aasdh	chr5:76873659-76905514		-1
ENSMUSG00000020814	Mxra7	chr11:116803062-116828046		-1
ENSMUSG00000057421	Las1l	chrX:95935335-95956962		-1
ENSMUSG00000108543	Gm44735	chr7:126938886-126940637		1
ENSMUSG00000046378	Asphd1	chr7:126945567-126949582		-1
ENSMUSG00000085127	4930444E06Rik	chr2:144243241-144244849		1
ENSMUSG00000079224	Gm6565	chr6:100604683-100605120		1
ENSMUSG00000108122	Gm44116	chr6:100660939-100662463		-1
ENSMUSG00000108019	Gm44108	chr6:100626519-100626940		-1
ENSMUSG00000035378	Shq1	chr6:100568256-100671157		-1
ENSMUSG00000030685	Kctd13	chr7:126928879-126945631		1
ENSMUSG00000020706	Ftsj3	chr11:106249142-106256079		-1
ENSMUSG00000095334	Gm21984	chr7:126942144-126952873		1
ENSMUSG00000115274	AC166822.2	chr14:35980994-35981268		1
ENSMUSG00000008540	Mgst1	chr6:138140316-138156755		1
ENSMUSG00000015316	Slamf1	chr1:171767127-171801184		1
ENSMUSG00000105953	Trav15d-2-dv6d-2	chr14:52956782-52957400		1
ENSMUSG00000103692	4930503O07Rik	chr1:194212187-194222759		-1
ENSMUSG00000104613	Gm8704	chr14:52969940-52970374		-1
ENSMUSG00000093953	Trav3d-3	chr14:52972448-52973038		1
ENSMUSG00000085742	Gm13536	chr2:33446802-33449207		1
ENSMUSG00000027424	Mgme1	chr2:144270663-144281227		1
ENSMUSG00000115237	AC166822.1	chr14:36013948-36015385		1
ENSMUSG00000018008	Cyth4	chr15:78597047-78622019		1
ENSMUSG00000115295	AC166822.3	chr14:36050560-36051220		1
ENSMUSG00000026788	Zbtb43	chr2:33450287-33468559		-1
ENSMUSG00000034120	Srsf2	chr11:116849901-116853094		-1
ENSMUSG00000072616	Gm7853	chr14:36089359-36090816		-1
ENSMUSG00000082791	Gm4875	chr6:117997207-117997992		1
ENSMUSG00000096405	4930474N05Rik	chr14:36094917-36100114		1
ENSMUSG00000114920	Gm19097	chr14:61283780-61284788		-1
ENSMUSG00000020818	Mfsd11	chr11:116852440-116875635		1
ENSMUSG00000101505	1700109G14Rik	chr14:61292980-61318146		-1
ENSMUSG00000082436	Gm11688	chr2:144261234-144261541		-1
ENSMUSG00000027423	Snx5	chr2:144250123-144270906		-1
ENSMUSG00000043157	Arl11	chr14:61309753-61311936		1
ENSMUSG00000045013	Olfr711	chr7:106969694-106975453		-1
ENSMUSG00000026773	Pfkfb3	chr2:11471433-11554077		-1
ENSMUSG00000084212	Gm12225	chr11:54404140-54404437		1
ENSMUSG00000078151	Gm12226	chr11:54401092-54401967		1
ENSMUSG00000020332	Meikin	chr11:54370652-54426790		1
ENSMUSG00000030134	Rasgef1a	chr6:118011438-118091546		1
ENSMUSG00000029563	Foxp2	chr6:14901349-15441977		1
ENSMUSG00000040752	Myh6	chr14:54941921-54966927		-1
ENSMUSG00000086939	Gm13530	chr2:33489782-33503632		1
ENSMUSG00000114642	Gm5461	chr14:61324852-61325810		-1
ENSMUSG00000104403	Gm38011	chr2:33614398-33614676		1
ENSMUSG00000038765	Lmx1b	chr2:33560965-33640511		-1
ENSMUSG00000090266	Mettl23	chr11:116843278-116854263		1
ENSMUSG00000020708	Psmc5	chr11:106256154-106263120		1
ENSMUSG00000021928	Ebpl	chr14:61331742-61360439		-1
ENSMUSG00000056962	Jmjd6	chr11:116837432-116843449		-1
ENSMUSG00000114494	Gm48663	chr14:36231441-36232041		-1
ENSMUSG00000114779	Gm17940	chr14:36619278-36620087		1
ENSMUSG00000038147	Cd84	chr1:171839697-171890718		1
ENSMUSG00000022456	Sept3	chr15:82274893-82294574		1
ENSMUSG00000032523	Hhatl	chr9:121784016-121792507		-1
ENSMUSG00000115234	CT025533.1	chr14:54940355-54942852		1
ENSMUSG00000038116	Phf20	chr2:156196466-156309952		1
ENSMUSG00000042622	Maff	chr15:79346621-79359076		1
ENSMUSG00000109246	Olfr712-ps1	chr7:106988364-106989666		-1
ENSMUSG00000032567	Aste1	chr9:105395392-105412229		1
ENSMUSG00000073411	H2-D1	chr17:35262730-35267499		1
ENSMUSG00000078619	Smarcd2	chr11:106263179-106272972		-1
ENSMUSG00000084307	Gm12151	chr11:43463196-43463485		-1
ENSMUSG00000046491	C1qtnf2	chr11:43474276-43491525		1
ENSMUSG00000060509	Xcr1	chr9:123852315-123862029		-1
ENSMUSG00000103118	Gm37582	chr9:105163125-105164533		1
ENSMUSG00000085430	Gm15619	chr9:105333513-105348916		1
ENSMUSG00000081751	Gm14251	chr2:156322402-156322680		1
ENSMUSG00000093590	Gm20643	chr9:105208196-105211863		1
ENSMUSG00000043795	Prr33	chr7:142491074-142506771		-1
